id;region;cantidad_hijos;ingresos_mensuales;ingreso_pcapita;signo_zodiacal;anio_nacimiento;edad;vive_rm;tiene_hijos;entrega_documentos;toma_credito
5864;Región de Magallanes y la Antártica Chilena.;0;530375;265187.5;8;1977;44;no;si;0;0
386;Región de Coquimbo.;2;596712;149178;11;1981;40;no;no;0;0
850;Región Metropolitana de Santiago.;0;351517;175758.5;12;1981;40;si;si;0;0
4092;Región del Maule.;2;510544;127636;2;1975;46;no;no;0;0
9781;Región Metropolitana de Santiago.;1;634627;211542.3333;11;1977;44;si;no;0;0
6102;Región del Maule.;3;495453;99090.6;8;1975;46;no;no;0;0
8134;Región de Magallanes y la Antártica Chilena.;1;308275;102758.3333;2;1979;42;no;no;0;0
11353;Región de Aysén del General Carlos Ibáñez del Campo.;0;1175063;587531.5;12;1980;41;no;si;0;1
6118;Región de Valparaíso.;0;789476;394738;1;1966;55;no;si;0;1
840;Región de Aysén del General Carlos Ibáñez del Campo.;1;859851;286617;1;1965;56;no;no;0;1
8724;Región de Atacama.;1;633972;211324;6;1983;38;no;no;0;0
4941;Región de Magallanes y la Antártica Chilena.;1;997265;332421.6667;1;1982;39;no;no;0;1
12544;Región de Los Lagos.;3;1147908;229581.6;8;1963;58;no;no;0;1
6107;Región Metropolitana de Santiago.;1;427001;142333.6667;4;1966;55;si;no;0;0
4644;Región de Los Lagos.;2;720618;180154.5;7;1971;50;no;no;0;0
3653;Región de La Araucanía.;3;598920;119784;9;1966;55;no;no;0;0
10375;Región Metropolitana de Santiago.;1;711766;237255.3333;10;1981;40;si;no;0;0
8408;Región de Valparaíso.;3;346646;69329.2;6;1983;38;no;no;0;0
4495;Región de La Araucanía.;2;999518;249879.5;12;1976;45;no;no;0;1
3475;Región del Biobío.;2;667195;166798.75;4;1972;49;no;no;0;0
9708;Región de Arica y Parinacota.;1;1058773;352924.3333;11;1962;59;no;no;0;1
11808;Región del Biobío.;3;367965;73593;3;1979;42;no;no;0;0
6188;Región del Ñuble.;1;994810;331603.3333;4;1963;58;no;no;0;1
1618;Región de Los Lagos.;3;552835;110567;1;1967;54;no;no;0;0
6170;Región de Arica y Parinacota.;1;563590;187863.3333;10;1964;57;no;no;0;0
12472;Región de Aysén del General Carlos Ibáñez del Campo.;2;803325;200831.25;2;1962;59;no;no;0;1
10172;Región del Biobío.;0;448564;224282;5;1975;46;no;si;0;0
1744;Región de Coquimbo.;1;732390;244130;11;1969;52;no;no;0;1
10302;Región de Aysén del General Carlos Ibáñez del Campo.;3;560197;112039.4;3;1979;42;no;no;0;0
1191;Región Metropolitana de Santiago.;3;526126;105225.2;4;1982;39;si;no;0;0
6471;Región del Ñuble.;1;727350;242450;6;1975;46;no;no;0;0
10574;Región de Los Ríos.;1;1119101;373033.6667;1;1967;54;no;no;0;1
4689;Región de Los Ríos.;1;945296;315098.6667;7;1964;57;no;no;0;1
4872;Región de Coquimbo.;3;878923;175784.6;8;1975;46;no;no;0;0
11449;Región del Biobío.;3;638669;127733.8;10;1963;58;no;no;0;0
9584;Región de Magallanes y la Antártica Chilena.;2;377403;94350.75;8;1974;47;no;no;0;0
4809;Región de Antofagasta.;2;883422;220855.5;7;1982;39;no;no;0;0
6142;Región del Libertador General Bernardo O’Higgins.;3;455905;91181;5;1965;56;no;no;0;0
4380;Región del Biobío.;3;1003549;200709.8;3;1982;39;no;no;0;0
5747;Región de Aysén del General Carlos Ibáñez del Campo.;2;521756;130439;2;1971;50;no;no;0;0
6563;Región de La Araucanía.;2;701278;175319.5;9;1980;41;no;no;0;0
9099;Región de Magallanes y la Antártica Chilena.;2;909955;227488.75;6;1970;51;no;no;0;1
5266;Región de Antofagasta.;3;1175154;235030.8;3;1980;41;no;no;0;1
363;Región de Antofagasta.;0;601086;300543;8;1964;57;no;si;0;1
12109;Región de Aysén del General Carlos Ibáñez del Campo.;2;1058004;264501;12;1962;59;no;no;0;1
8753;Región de Antofagasta.;3;650023;130004.6;6;1977;44;no;no;0;0
8021;Región de Coquimbo.;1;1123793;374597.6667;8;1963;58;no;no;1;1
11370;Región del Biobío.;1;1199383;399794.3333;3;1970;51;no;no;0;1
6338;Región de Antofagasta.;1;972342;324114;5;1979;42;no;no;0;1
11236;Región de Antofagasta.;0;310657;155328.5;3;1971;50;no;si;0;0
9422;Región Metropolitana de Santiago.;1;690932;230310.6667;1;1969;52;si;no;0;0
7824;Región de Coquimbo.;2;821274;205318.5;12;1979;42;no;no;0;0
11166;Región de Magallanes y la Antártica Chilena.;2;360112;90028;9;1962;59;no;no;0;0
2544;Región de La Araucanía.;3;618919;123783.8;6;1973;48;no;no;0;0
4330;Región de Magallanes y la Antártica Chilena.;2;868217;217054.25;12;1979;42;no;no;0;0
4217;Región de La Araucanía.;0;704612;352306;4;1970;51;no;si;0;1
10008;Región del Ñuble.;2;601631;150407.75;9;1978;43;no;no;0;0
7191;Región de Tarapacá.;3;449117;89823.4;11;1965;56;no;no;0;0
5987;Región de La Araucanía.;2;976270;244067.5;4;1979;42;no;no;0;1
3014;Región de La Araucanía.;0;1147928;573964;10;1981;40;no;si;0;1
8325;Región de Tarapacá.;0;886527;443263.5;4;1980;41;no;si;0;1
9173;Región del Ñuble.;0;646946;323473;12;1968;53;no;si;0;1
10992;Región de La Araucanía.;2;1098830;274707.5;6;1969;52;no;no;0;1
1139;Región de Antofagasta.;0;963805;481902.5;3;1978;43;no;si;0;1
4076;Región de Coquimbo.;3;985383;197076.6;12;1965;56;no;no;0;1
5217;Región Metropolitana de Santiago.;2;880425;220106.25;5;1974;47;si;no;0;1
7843;Región del Libertador General Bernardo O’Higgins.;1;381248;127082.6667;11;1974;47;no;no;0;0
2820;Región de Aysén del General Carlos Ibáñez del Campo.;1;890160;296720;6;1973;48;no;no;0;1
2473;Región de La Araucanía.;2;554027;138506.75;5;1963;58;no;no;0;0
10866;Región de Tarapacá.;2;1192430;298107.5;2;1982;39;no;no;0;1
2631;Región de Coquimbo.;1;635248;211749.3333;8;1964;57;no;no;0;0
6233;Región de La Araucanía.;3;971497;194299.4;1;1977;44;no;no;0;0
5617;Región de Arica y Parinacota.;1;379370;126456.6667;7;1976;45;no;no;0;0
11046;Región del Maule.;2;1109402;277350.5;1;1979;42;no;no;0;1
11435;Región de Aysén del General Carlos Ibáñez del Campo.;2;454150;113537.5;5;1979;42;no;no;0;0
3771;Región de Magallanes y la Antártica Chilena.;1;312064;104021.3333;10;1967;54;no;no;0;0
9232;Región de Atacama.;3;980715;196143;12;1974;47;no;no;1;1
5095;Región de Antofagasta.;2;907834;226958.5;9;1965;56;no;no;0;1
5068;Región de Valparaíso.;0;1191949;595974.5;8;1967;54;no;si;0;1
8864;Región del Maule.;2;1090453;272613.25;10;1976;45;no;no;0;1
4870;Región de Magallanes y la Antártica Chilena.;2;819964;204991;2;1978;43;no;no;0;0
420;Región del Libertador General Bernardo O’Higgins.;2;437462;109365.5;5;1969;52;no;no;0;0
11163;Región de Arica y Parinacota.;1;824245;274748.3333;9;1976;45;no;no;0;1
8025;Región de Los Ríos.;0;961093;480546.5;5;1983;38;no;si;0;1
12403;Región de Tarapacá.;3;984356;196871.2;3;1979;42;no;no;0;0
10324;Región de Magallanes y la Antártica Chilena.;2;1006792;251698;8;1963;58;no;no;0;1
4777;Región de Arica y Parinacota.;1;381058;127019.3333;4;1965;56;no;no;0;0
2362;Región del Biobío.;1;931808;310602.6667;6;1974;47;no;no;0;1
2216;Región de Tarapacá.;1;617613;205871;10;1965;56;no;no;0;0
12520;Región Metropolitana de Santiago.;1;1176610;392203.3333;8;1974;47;si;no;0;1
4700;Región de Valparaíso.;0;743990;371995;8;1979;42;no;si;0;1
2933;Región de Valparaíso.;2;1163571;290892.75;9;1978;43;no;no;0;1
679;Región de Magallanes y la Antártica Chilena.;2;491434;122858.5;10;1971;50;no;no;0;0
2690;Región de Atacama.;3;1089087;217817.4;4;1976;45;no;no;0;1
8998;Región de Coquimbo.;2;999042;249760.5;2;1975;46;no;no;0;1
10566;Región de Atacama.;3;1033678;206735.6;9;1962;59;no;no;0;1
225;Región del Libertador General Bernardo O’Higgins.;3;338999;67799.8;6;1981;40;no;no;0;0
10873;Región del Libertador General Bernardo O’Higgins.;0;887805;443902.5;5;1973;48;no;si;0;1
12261;Región de Valparaíso.;0;569361;284680.5;8;1973;48;no;si;0;0
3229;Región de Tarapacá.;2;603457;150864.25;12;1968;53;no;no;0;0
9576;Región de Atacama.;0;1124424;562212;3;1974;47;no;si;0;1
6028;Región de Magallanes y la Antártica Chilena.;3;898300;179660;3;1968;53;no;no;0;1
12011;Región de Atacama.;2;530821;132705.25;1;1973;48;no;no;0;0
144;Región de Aysén del General Carlos Ibáñez del Campo.;2;816685;204171.25;12;1962;59;no;no;0;1
11041;Región de Antofagasta.;0;400098;200049;1;1979;42;no;si;0;0
7803;Región de Coquimbo.;1;344256;114752;6;1970;51;no;no;0;0
1422;Región Metropolitana de Santiago.;2;665360;166340;2;1981;40;si;no;0;0
3818;Región del Libertador General Bernardo O’Higgins.;2;445059;111264.75;4;1982;39;no;no;0;0
11599;Región de Los Lagos.;2;545715;136428.75;1;1972;49;no;no;0;0
2389;Región de Atacama.;1;775608;258536;6;1970;51;no;no;0;1
4030;Región de La Araucanía.;0;438289;219144.5;2;1975;46;no;si;0;0
3055;Región del Ñuble.;2;482198;120549.5;5;1974;47;no;no;0;0
6879;Región de Antofagasta.;3;1022073;204414.6;4;1972;49;no;no;0;1
851;Región de Los Lagos.;2;596757;149189.25;4;1975;46;no;no;0;0
9034;Región del Biobío.;0;592273;296136.5;6;1975;46;no;si;0;0
6681;Región del Biobío.;1;920194;306731.3333;2;1976;45;no;no;0;1
3519;Región de Antofagasta.;3;640341;128068.2;12;1962;59;no;no;0;0
2493;Región de La Araucanía.;3;744716;148943.2;12;1965;56;no;no;0;0
5756;Región de Los Ríos.;1;541608;180536;11;1983;38;no;no;0;0
1243;Región de La Araucanía.;1;1126264;375421.3333;9;1966;55;no;no;0;1
11644;Región del Libertador General Bernardo O’Higgins.;0;1023348;511674;3;1964;57;no;si;0;1
4980;Región de Los Ríos.;0;1062939;531469.5;9;1970;51;no;si;0;1
12016;Región de Los Lagos.;0;631246;315623;7;1977;44;no;si;0;1
4510;Región de Atacama.;3;432680;86536;8;1977;44;no;no;0;0
7883;Región de Aysén del General Carlos Ibáñez del Campo.;2;585262;146315.5;9;1965;56;no;no;0;0
7592;Región de Arica y Parinacota.;2;931827;232956.75;4;1977;44;no;no;0;1
5920;Región de Arica y Parinacota.;0;324714;162357;12;1978;43;no;si;0;0
12094;Región de Los Ríos.;0;843267;421633.5;5;1975;46;no;si;0;1
7711;Región del Biobío.;0;961805;480902.5;8;1967;54;no;si;0;1
11180;Región del Maule.;1;845477;281825.6667;12;1969;52;no;no;0;1
11762;Región de Atacama.;1;660543;220181;4;1966;55;no;no;0;0
6393;Región del Libertador General Bernardo O’Higgins.;0;1119333;559666.5;4;1973;48;no;si;0;1
7264;Región de Atacama.;2;305801;76450.25;12;1975;46;no;no;0;0
7794;Región de La Araucanía.;0;1014299;507149.5;10;1973;48;no;si;0;1
7377;Región Metropolitana de Santiago.;3;668626;133725.2;7;1980;41;si;no;0;0
3426;Región de Coquimbo.;2;589143;147285.75;12;1963;58;no;no;0;0
1585;Región de Coquimbo.;2;901613;225403.25;6;1966;55;no;no;0;1
4930;Región de Tarapacá.;0;699096;349548;7;1974;47;no;si;0;1
4583;Región de Magallanes y la Antártica Chilena.;1;605203;201734.3333;8;1983;38;no;no;0;0
5025;Región de Arica y Parinacota.;0;555073;277536.5;10;1979;42;no;si;0;0
7599;Región de Atacama.;2;933676;233419;4;1974;47;no;no;0;1
2248;Región del Libertador General Bernardo O’Higgins.;0;1184467;592233.5;5;1978;43;no;si;0;1
2586;Región de Tarapacá.;3;393419;78683.8;6;1980;41;no;no;0;0
10417;Región Metropolitana de Santiago.;1;607032;202344;6;1979;42;si;no;0;0
4179;Región de Atacama.;1;453998;151332.6667;5;1981;40;no;no;0;0
1028;Región de Los Lagos.;2;1192137;298034.25;1;1967;54;no;no;0;1
12392;Región de Tarapacá.;2;1138863;284715.75;2;1974;47;no;no;0;1
5345;Región del Ñuble.;3;681325;136265;6;1981;40;no;no;0;0
6483;Región de Magallanes y la Antártica Chilena.;1;1014879;338293;7;1981;40;no;no;0;1
8690;Región de Atacama.;0;705930;352965;10;1975;46;no;si;0;1
8264;Región del Biobío.;2;1027644;256911;11;1976;45;no;no;0;1
8797;Región de Atacama.;1;980437;326812.3333;2;1963;58;no;no;0;1
9255;Región del Ñuble.;1;653195;217731.6667;9;1976;45;no;no;0;0
11723;Región de Antofagasta.;0;310596;155298;3;1968;53;no;si;0;0
5557;Región de Aysén del General Carlos Ibáñez del Campo.;2;1137890;284472.5;1;1976;45;no;no;0;1
4088;Región de Los Ríos.;3;479095;95819;7;1982;39;no;no;0;0
1376;Región de Arica y Parinacota.;3;451296;90259.2;10;1962;59;no;no;0;0
3079;Región de Coquimbo.;1;725921;241973.6667;7;1976;45;no;no;0;0
2277;Región de La Araucanía.;1;1116455;372151.6667;11;1980;41;no;no;0;1
12150;Región del Maule.;0;880232;440116;3;1978;43;no;si;0;1
8440;Región de Coquimbo.;0;782315;391157.5;12;1982;39;no;si;0;1
8654;Región de Antofagasta.;2;821246;205311.5;2;1976;45;no;no;0;0
4406;Región de Tarapacá.;3;666272;133254.4;6;1964;57;no;no;0;0
2265;Región del Ñuble.;2;994879;248719.75;1;1975;46;no;no;0;1
7410;Región de Los Ríos.;3;306884;61376.8;1;1974;47;no;no;0;0
2206;Región de Coquimbo.;1;717638;239212.6667;2;1983;38;no;no;0;0
9655;Región de Valparaíso.;1;1162646;387548.6667;3;1973;48;no;no;0;1
7154;Región Metropolitana de Santiago.;3;909032;181806.4;5;1969;52;si;no;0;1
6055;Región de Los Ríos.;2;1184700;296175;12;1963;58;no;no;0;1
3526;Región de Antofagasta.;2;898553;224638.25;4;1977;44;no;no;0;1
4865;Región del Maule.;1;1014332;338110.6667;1;1965;56;no;no;0;1
8675;Región del Biobío.;1;408996;136332;10;1982;39;no;no;0;0
6115;Región del Libertador General Bernardo O’Higgins.;0;1123997;561998.5;3;1976;45;no;si;0;1
1113;Región de Coquimbo.;1;901661;300553.6667;11;1970;51;no;no;0;1
12154;Región de Magallanes y la Antártica Chilena.;3;629674;125934.8;9;1972;49;no;no;0;0
7269;Región del Biobío.;0;976282;488141;7;1981;40;no;si;0;1
8874;Región del Biobío.;1;558456;186152;5;1981;40;no;no;0;0
2622;Región del Maule.;0;1153563;576781.5;10;1964;57;no;si;0;1
9554;Región de Aysén del General Carlos Ibáñez del Campo.;1;1066441;355480.3333;8;1974;47;no;no;0;1
5088;Región del Biobío.;1;859355;286451.6667;12;1973;48;no;no;0;1
5733;Región de Magallanes y la Antártica Chilena.;1;788057;262685.6667;9;1968;53;no;no;0;1
8723;Región de Aysén del General Carlos Ibáñez del Campo.;3;1197184;239436.8;11;1980;41;no;no;0;1
11613;Región del Libertador General Bernardo O’Higgins.;3;673081;134616.2;8;1966;55;no;no;0;0
8733;Región de La Araucanía.;1;861871;287290.3333;11;1962;59;no;no;0;1
713;Región del Maule.;3;958164;191632.8;4;1982;39;no;no;0;0
11076;Región de Valparaíso.;3;1022704;204540.8;5;1964;57;no;no;0;1
11212;Región Metropolitana de Santiago.;3;601502;120300.4;6;1972;49;si;no;0;0
12013;Región Metropolitana de Santiago.;2;368251;92062.75;12;1973;48;si;no;0;0
9502;Región de Magallanes y la Antártica Chilena.;0;402448;201224;4;1964;57;no;si;0;0
1173;Región de Magallanes y la Antártica Chilena.;2;372475;93118.75;6;1972;49;no;no;0;0
614;Región de Los Lagos.;0;852713;426356.5;9;1981;40;no;si;0;1
734;Región de Los Ríos.;3;991259;198251.8;5;1981;40;no;no;0;0
8155;Región de La Araucanía.;1;799957;266652.3333;11;1964;57;no;no;0;1
9158;Región de Los Ríos.;0;379680;189840;9;1977;44;no;si;0;0
949;Región de Antofagasta.;3;749346;149869.2;6;1983;38;no;no;0;0
1403;Región de Aysén del General Carlos Ibáñez del Campo.;1;508765;169588.3333;7;1970;51;no;no;0;0
4995;Región de Tarapacá.;1;1191105;397035;1;1974;47;no;no;0;1
6508;Región de Coquimbo.;3;467159;93431.8;1;1975;46;no;no;0;0
9461;Región de Atacama.;2;1067903;266975.75;11;1968;53;no;no;0;1
10951;Región de Valparaíso.;0;304970;152485;8;1969;52;no;si;0;0
10421;Región de Tarapacá.;3;876384;175276.8;8;1971;50;no;no;0;0
8125;Región de Tarapacá.;1;940699;313566.3333;6;1982;39;no;no;0;1
12183;Región de Arica y Parinacota.;3;841876;168375.2;2;1974;47;no;no;0;0
10582;Región de Los Ríos.;2;558141;139535.25;3;1968;53;no;no;0;0
9265;Región del Ñuble.;0;468095;234047.5;2;1976;45;no;si;0;0
2095;Región de La Araucanía.;0;387016;193508;12;1973;48;no;si;0;0
8682;Región de La Araucanía.;1;585114;195038;11;1980;41;no;no;0;0
9807;Región de Valparaíso.;3;877547;175509.4;2;1977;44;no;no;0;0
2352;Región de Atacama.;2;407875;101968.75;8;1963;58;no;no;0;0
10903;Región Metropolitana de Santiago.;2;1088517;272129.25;8;1978;43;si;no;0;1
2479;Región del Maule.;1;593282;197760.6667;6;1970;51;no;no;0;0
5036;Región de Tarapacá.;3;390964;78192.8;7;1983;38;no;no;0;0
10407;Región del Biobío.;2;1129977;282494.25;10;1980;41;no;no;0;1
453;Región del Maule.;2;479647;119911.75;2;1978;43;no;no;0;0
9795;Región de Magallanes y la Antártica Chilena.;3;1177159;235431.8;8;1974;47;no;no;0;1
8480;Región de Aysén del General Carlos Ibáñez del Campo.;0;1045095;522547.5;5;1966;55;no;si;0;1
11160;Región de Antofagasta.;3;600486;120097.2;6;1981;40;no;no;0;0
8934;Región de Los Ríos.;0;1017785;508892.5;4;1962;59;no;si;0;1
10257;Región de Los Lagos.;2;619967;154991.75;4;1979;42;no;no;0;0
12421;Región del Biobío.;0;478169;239084.5;2;1969;52;no;si;0;0
9061;Región de Coquimbo.;0;663049;331524.5;4;1973;48;no;si;0;1
346;Región de Atacama.;0;736359;368179.5;2;1981;40;no;si;0;1
5923;Región Metropolitana de Santiago.;1;409544;136514.6667;11;1972;49;si;no;0;0
5332;Región de La Araucanía.;0;625987;312993.5;9;1978;43;no;si;0;1
3486;Región del Biobío.;2;300054;75013.5;9;1973;48;no;no;0;0
10705;Región del Maule.;1;737348;245782.6667;11;1971;50;no;no;0;1
10385;Región de Magallanes y la Antártica Chilena.;3;1008028;201605.6;1;1977;44;no;no;0;1
1536;Región del Maule.;2;1172315;293078.75;3;1978;43;no;no;0;1
7703;Región de La Araucanía.;2;1013123;253280.75;11;1964;57;no;no;0;1
7845;Región de Aysén del General Carlos Ibáñez del Campo.;3;454895;90979;12;1978;43;no;no;0;0
7673;Región de Valparaíso.;0;1071052;535526;8;1962;59;no;si;0;1
5185;Región de Los Lagos.;3;523795;104759;12;1977;44;no;no;0;0
4205;Región de Los Ríos.;3;854563;170912.6;3;1965;56;no;no;0;0
9616;Región de Los Lagos.;3;944365;188873;6;1973;48;no;no;0;1
1580;Región de Magallanes y la Antártica Chilena.;3;1123106;224621.2;6;1974;47;no;no;0;1
3410;Región del Libertador General Bernardo O’Higgins.;1;369951;123317;5;1971;50;no;no;0;0
5371;Región de La Araucanía.;0;1172152;586076;1;1977;44;no;si;0;1
2494;Región de La Araucanía.;2;572917;143229.25;12;1973;48;no;no;0;0
404;Región de Arica y Parinacota.;2;763855;190963.75;2;1963;58;no;no;0;1
1219;Región del Libertador General Bernardo O’Higgins.;2;464236;116059;7;1971;50;no;no;0;0
8094;Región de Antofagasta.;3;843861;168772.2;8;1964;57;no;no;0;0
4389;Región de Coquimbo.;0;536563;268281.5;3;1962;59;no;si;0;1
4660;Región de Los Ríos.;0;1035018;517509;8;1972;49;no;si;0;1
6678;Región de Magallanes y la Antártica Chilena.;3;547771;109554.2;8;1980;41;no;no;0;0
2066;Región de Coquimbo.;1;322472;107490.6667;5;1973;48;no;no;0;0
6123;Región del Ñuble.;1;1070943;356981;10;1974;47;no;no;0;1
10112;Región del Ñuble.;0;1108358;554179;2;1980;41;no;si;0;1
2346;Región de Los Ríos.;3;996434;199286.8;12;1972;49;no;no;0;1
10589;Región del Libertador General Bernardo O’Higgins.;1;462481;154160.3333;9;1965;56;no;no;0;0
1404;Región de Atacama.;2;492430;123107.5;5;1980;41;no;no;0;0
1509;Región Metropolitana de Santiago.;0;623018;311509;5;1971;50;si;si;0;1
6811;Región Metropolitana de Santiago.;2;776971;194242.75;1;1962;59;si;no;0;1
5079;Región de Coquimbo.;3;1106277;221255.4;4;1981;40;no;no;0;1
2851;Región de Arica y Parinacota.;2;1074557;268639.25;12;1979;42;no;no;0;1
10558;Región de Los Ríos.;0;358678;179339;8;1979;42;no;si;0;0
10860;Región de Arica y Parinacota.;0;921541;460770.5;7;1979;42;no;si;0;1
8091;Región de Aysén del General Carlos Ibáñez del Campo.;1;1130106;376702;11;1978;43;no;no;0;1
4833;Región de Los Ríos.;0;615263;307631.5;8;1976;45;no;si;0;1
12286;Región de Magallanes y la Antártica Chilena.;1;516006;172002;3;1971;50;no;no;0;0
4631;Región de Tarapacá.;0;1190778;595389;7;1981;40;no;si;0;1
1463;Región de Antofagasta.;0;470281;235140.5;2;1970;51;no;si;0;0
8182;Región del Biobío.;2;1031601;257900.25;10;1964;57;no;no;0;1
581;Región Metropolitana de Santiago.;2;508679;127169.75;9;1965;56;si;no;0;0
9432;Región de Antofagasta.;0;558631;279315.5;6;1965;56;no;si;0;1
9598;Región de Magallanes y la Antártica Chilena.;0;1009278;504639;1;1975;46;no;si;0;1
2136;Región de Arica y Parinacota.;0;1129888;564944;4;1979;42;no;si;0;1
10351;Región de Valparaíso.;1;1015394;338464.6667;11;1977;44;no;no;0;1
11402;Región Metropolitana de Santiago.;2;407849;101962.25;2;1979;42;si;no;0;0
888;Región de Los Ríos.;0;763584;381792;9;1974;47;no;si;0;1
954;Región de Aysén del General Carlos Ibáñez del Campo.;2;1109371;277342.75;6;1977;44;no;no;0;1
5980;Región de Valparaíso.;2;508738;127184.5;4;1966;55;no;no;0;0
7743;Región del Biobío.;1;858090;286030;8;1966;55;no;no;0;1
3145;Región del Biobío.;0;772375;386187.5;9;1982;39;no;si;0;1
233;Región de Los Lagos.;1;972622;324207.3333;4;1978;43;no;no;0;1
3302;Región de Coquimbo.;1;1085037;361679;3;1969;52;no;no;0;1
6809;Región del Maule.;3;334545;66909;3;1964;57;no;no;0;0
249;Región del Libertador General Bernardo O’Higgins.;0;1161476;580738;11;1962;59;no;si;0;1
12198;Región de Aysén del General Carlos Ibáñez del Campo.;1;1090818;363606;5;1975;46;no;no;0;1
8252;Región de La Araucanía.;3;1038913;207782.6;3;1979;42;no;no;0;1
2174;Región de Coquimbo.;1;994421;331473.6667;9;1963;58;no;no;0;1
10656;Región de Tarapacá.;0;829655;414827.5;3;1967;54;no;si;0;1
7160;Región del Maule.;0;801215;400607.5;5;1963;58;no;si;0;1
11428;Región del Ñuble.;0;461187;230593.5;2;1962;59;no;si;0;0
11864;Región de Antofagasta.;2;877605;219401.25;7;1976;45;no;no;0;1
7141;Región de Magallanes y la Antártica Chilena.;3;487421;97484.2;12;1977;44;no;no;0;0
12036;Región de Los Lagos.;1;573913;191304.3333;7;1976;45;no;no;0;0
11565;Región de Aysén del General Carlos Ibáñez del Campo.;0;698283;349141.5;1;1974;47;no;si;0;1
5460;Región de Aysén del General Carlos Ibáñez del Campo.;1;680352;226784;7;1967;54;no;no;0;0
2232;Región de Valparaíso.;2;966071;241517.75;9;1973;48;no;no;0;1
10387;Región de Antofagasta.;0;1068865;534432.5;1;1968;53;no;si;0;1
9;Región de Los Ríos.;1;1104190;368063.3333;2;1974;47;no;no;0;1
11356;Región de Valparaíso.;1;346700;115566.6667;3;1965;56;no;no;0;0
6695;Región de Coquimbo.;1;517336;172445.3333;11;1969;52;no;no;0;0
2643;Región de Antofagasta.;0;937557;468778.5;4;1962;59;no;si;0;1
8235;Región de Magallanes y la Antártica Chilena.;1;437883;145961;1;1965;56;no;no;0;0
1709;Región de Aysén del General Carlos Ibáñez del Campo.;0;1110066;555033;7;1969;52;no;si;0;1
6040;Región de Magallanes y la Antártica Chilena.;2;1075144;268786;4;1971;50;no;no;0;1
2768;Región del Biobío.;2;984567;246141.75;11;1979;42;no;no;0;1
3636;Región de Atacama.;2;786941;196735.25;8;1962;59;no;no;0;1
8850;Región del Libertador General Bernardo O’Higgins.;1;1168844;389614.6667;4;1964;57;no;no;0;1
9124;Región de La Araucanía.;2;438688;109672;12;1976;45;no;no;0;0
1832;Región de Valparaíso.;1;569233;189744.3333;5;1981;40;no;no;0;0
593;Región del Biobío.;3;392219;78443.8;2;1966;55;no;no;0;0
6162;Región del Ñuble.;0;833918;416959;4;1983;38;no;si;0;1
3092;Región de Atacama.;3;989255;197851;12;1967;54;no;no;0;1
61;Región de Tarapacá.;3;1149786;229957.2;5;1979;42;no;no;0;1
11899;Región de Magallanes y la Antártica Chilena.;1;324180;108060;3;1967;54;no;no;0;0
3206;Región de Valparaíso.;1;407133;135711;8;1975;46;no;no;0;0
10288;Región de Tarapacá.;2;383946;95986.5;1;1981;40;no;no;0;0
4887;Región de Los Ríos.;1;877772;292590.6667;12;1980;41;no;no;0;1
2490;Región de Aysén del General Carlos Ibáñez del Campo.;3;572161;114432.2;7;1964;57;no;no;0;0
8136;Región de Atacama.;3;651866;130373.2;3;1980;41;no;no;0;0
9381;Región de Antofagasta.;2;1077475;269368.75;2;1972;49;no;no;0;1
4550;Región del Biobío.;1;561052;187017.3333;10;1971;50;no;no;0;0
6739;Región del Maule.;0;1120076;560038;4;1964;57;no;si;0;1
1256;Región de Los Ríos.;3;1182531;236506.2;12;1982;39;no;no;0;1
3051;Región del Libertador General Bernardo O’Higgins.;3;1160857;232171.4;6;1962;59;no;no;0;1
4794;Región de Arica y Parinacota.;0;892235;446117.5;10;1975;46;no;si;0;1
112;Región de Magallanes y la Antártica Chilena.;0;494723;247361.5;7;1973;48;no;si;0;0
3454;Región del Biobío.;1;1187136;395712;11;1967;54;no;no;0;1
1238;Región Metropolitana de Santiago.;1;356578;118859.3333;5;1963;58;si;no;0;0
8471;Región de Aysén del General Carlos Ibáñez del Campo.;3;607637;121527.4;2;1969;52;no;no;0;0
1089;Región del Libertador General Bernardo O’Higgins.;2;1138037;284509.25;12;1976;45;no;no;0;1
6668;Región de Los Lagos.;2;319221;79805.25;2;1972;49;no;no;0;0
9874;Región de Atacama.;1;664967;221655.6667;3;1976;45;no;no;0;0
521;Región de Coquimbo.;2;651018;162754.5;4;1973;48;no;no;0;0
291;Región de Los Ríos.;0;954858;477429;3;1965;56;no;si;0;1
1623;Región de Aysén del General Carlos Ibáñez del Campo.;1;857905;285968.3333;1;1962;59;no;no;0;1
186;Región Metropolitana de Santiago.;3;795657;159131.4;9;1971;50;si;no;0;0
10091;Región de Los Lagos.;3;691801;138360.2;3;1970;51;no;no;0;0
1060;Región de Coquimbo.;1;1029118;343039.3333;8;1983;38;no;no;0;1
6172;Región de Tarapacá.;2;706955;176738.75;9;1967;54;no;no;0;0
7506;Región de Aysén del General Carlos Ibáñez del Campo.;2;673005;168251.25;5;1965;56;no;no;0;0
9408;Región del Libertador General Bernardo O’Higgins.;1;1031471;343823.6667;4;1982;39;no;no;0;1
963;Región del Libertador General Bernardo O’Higgins.;1;835510;278503.3333;2;1964;57;no;no;0;1
8674;Región de Los Ríos.;3;1134826;226965.2;8;1982;39;no;no;0;1
10989;Región de Antofagasta.;1;584762;194920.6667;8;1981;40;no;no;0;0
